branch,solid_mode,target,dn_extra_um,F_contact,F_film_support,F_total_support,AvgH,MinTheta,MaxP_raw,TnAreaGt0p1MPa,TnLoadFracGt0p1MPa,TffSelectionLocal,source_status,VERIFY_STATUS
NORMAL_PLUS_CORE_0100_DN23_TO_100_RESET,RESET,1.00000000000,23.0000000000,0.0404324971682,2.58000397596e-155,0.0404324971682,3.00000000000e-06,1.00000000000,5.92207345922e-149,0.00000000000,0.00000000000,true,FAIL,FAIL
