branch,solid_mode,target,dn_extra_um,F_contact,F_film_support,F_total_support,AvgH,MinTheta,MaxP_raw,TnAreaGt0p1MPa,TnLoadFracGt0p1MPa,TffSelectionLocal,source_status,VERIFY_STATUS
PRESSURE_RESET_NORMAL_PLUS_CORE_0100_DN20P0UM_TO_075_RESET,RESET,0.750000000000,20.0000000000,0.0287286320646,0.00000000000,0.0287286320646,3.00000000000e-06,1.00000000000,2.78308472552e-121,0.00000000000,0.00000000000,true,MARGINAL,FAIL
PRESSURE_RESET_NORMAL_PLUS_CORE_0100_DN22P0UM_TO_075_RESET,RESET,0.750000000000,22.0000000000,0.0298048793100,0.00000000000,0.0298048793100,3.00000000000e-06,1.00000000000,2.78308472552e-121,0.00000000000,0.00000000000,true,MARGINAL,FAIL
PRESSURE_RESET_NORMAL_PLUS_CORE_0100_DN20P0UM_TO_075_REUSE,REUSE,0.750000000000,20.0000000000,0.0286258179415,0.00000000000,0.0286258179415,3.00000000000e-06,1.00000000000,2.78308472552e-121,0.00000000000,0.00000000000,true,MARGINAL,FAIL
